norad,object,fleet,gcat_otype,active_flag,status,expected_verdict,spike_history,spikes_on_record,in_exam_set,evidence,source,rationale
49100,OneWeb SL0314,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49101,OneWeb SL0315,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49102,OneWeb SL0316,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49103,OneWeb SL0317,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49104,OneWeb SL0318,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49105,OneWeb SL0319,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49190,OneWeb SL0320,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49191,OneWeb SL0321,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49192,OneWeb SL0322,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49106,OneWeb SL0323,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49193,OneWeb SL0324,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49194,OneWeb SL0325,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49195,OneWeb SL0326,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49196,OneWeb SL0327,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49197,OneWeb SL0328,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49107,OneWeb SL0329,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49108,OneWeb SL0330,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49198,OneWeb SL0331,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49279,OneWeb SL0332,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49199,OneWeb SL0333,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49200,OneWeb SL0334,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49201,OneWeb SL0335,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49202,OneWeb SL0336,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49203,OneWeb SL0337,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49204,OneWeb SL0338,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49205,OneWeb SL0339,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49206,OneWeb SL0340,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49207,OneWeb SL0341,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49208,OneWeb SL0342,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49209,OneWeb SL0343,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49210,OneWeb SL0344,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49211,OneWeb SL0345,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49212,OneWeb SL0346,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49280,OneWeb SL0347,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49213,OneWeb SL0348,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49281,OneWeb SL0349,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49214,OneWeb SL0350,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49215,OneWeb SL0351,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49216,OneWeb SL0352,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49282,OneWeb SL0353,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49217,OneWeb SL0354,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49218,OneWeb SL0355,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49283,OneWeb SL0356,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49284,OneWeb SL0358,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49285,OneWeb SL0359,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49286,OneWeb SL0360,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49287,OneWeb SL0361,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49288,OneWeb SL0362,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49289,OneWeb SL0363,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49290,OneWeb SL0364,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49291,OneWeb SL0365,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49292,OneWeb SL0366,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49293,OneWeb SL0367,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49294,OneWeb SL0368,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49295,OneWeb SL0369,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49296,OneWeb SL0370,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49297,OneWeb SL0371,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49298,OneWeb SL0372,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49299,OneWeb SL0373,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49300,OneWeb SL0374,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49301,OneWeb SL0375,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49302,OneWeb SL0376,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49303,OneWeb SL0377,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49304,OneWeb SL0378,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49305,OneWeb SL0379,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49306,OneWeb SL0380,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49307,OneWeb SL0381,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49308,OneWeb SL0382,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49309,OneWeb SL0383,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49310,OneWeb SL0384,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49311,OneWeb SL0385,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49312,OneWeb SL0386,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49313,OneWeb SL0387,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
49314,OneWeb SL0388,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50469,OneWeb SL0389,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50470,OneWeb SL0390,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50471,OneWeb SL0391,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50472,OneWeb SL0392,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50473,OneWeb SL0393,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50474,OneWeb SL0394,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50475,OneWeb SL0395,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50476,OneWeb SL0396,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50477,OneWeb SL0397,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50478,OneWeb SL0398,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50479,OneWeb SL0399,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50480,OneWeb SL0400,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50481,OneWeb SL0401,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50482,OneWeb SL0402,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50483,OneWeb SL0403,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50484,OneWeb SL0404,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50485,OneWeb SL0405,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50486,OneWeb SL0406,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50487,OneWeb SL0407,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50488,OneWeb SL0409,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
51622,OneWeb SL0410,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
51623,OneWeb SL0411,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50489,OneWeb SL0412,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50490,OneWeb SL0413,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50491,OneWeb SL0414,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
51624,OneWeb SL0415,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
51625,OneWeb SL0416,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50492,OneWeb SL0417,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50493,OneWeb SL0418,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50494,OneWeb SL0419,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50495,OneWeb SL0420,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
50496,OneWeb SL0421,oneweb,,A,active,on rhythm,no,,no,assumed,"GCAT currentcat Active flag 'A' (=active, empirically A dominates GEO/S 387/471); geotab stamp 'Updated 2026 Jul 17 2058:25', currentcat stamp 'Updated 2026 Jul 17 2054:56'",
